6,why is bangladesh so vulnerable to sea-level rise,2016-05-07 16:39:49,Bangladesh
0,why is barbados so expensive,2016-05-07 16:39:49,Barbados
1,why is barbados so foreign to the narrator,2016-05-07 16:39:49,Barbados
2,why is barbados so popular,2016-05-07 16:39:49,Barbados
3,why is barbados so densely populated,2016-05-07 16:39:49,Barbados
0,why is belarus so scary,2016-05-07 16:39:49,Belarus
1,why is belarus so poor,2016-05-07 16:39:49,Belarus
2,why is belarus inflation so high,2016-05-07 16:39:49,Belarus
3,why is belarus interest rate so high,2016-05-07 16:39:49,Belarus
0,why is belgium so dangerous,2016-05-07 16:39:49,Belgium
1,why is belgium so weak,2016-05-07 16:39:49,Belgium
2,why is belgium so boring,2016-05-07 16:39:49,Belgium
3,why is belgium so divided,2016-05-07 16:39:49,Belgium
4,why is belgium so muslim,2016-05-07 16:39:49,Belgium
5,why is belgium so good at football,2016-05-07 16:39:49,Belgium
6,why is belgium so rich,2016-05-07 16:39:49,Belgium
7,why is belgium so densely populated,2016-05-07 16:39:49,Belgium
8,why is belgium so bright from space,2016-05-07 16:39:49,Belgium
9,why is belgium so liberal,2016-05-07 16:39:49,Belgium
0,why is bolivia so poor,2016-05-07 16:39:49,Bolivia
1,why is bolivia so unfriendly,2016-05-07 16:39:49,Bolivia
0,why is bosnia and herzegovina so poor,2016-05-07 16:39:50,Bosnia and Herzegovnia
0,why is brazil so violent,2016-05-07 16:39:50,Brazil
1,why is brazil so corrupt,2016-05-07 16:39:50,Brazil
2,why is brazil so big,2016-05-07 16:39:50,Brazil
3,why is brazil so rich in hydroelectric power,2016-05-07 16:39:50,Brazil
4,why is brazil so poor,2016-05-07 16:39:50,Brazil
5,why is brazil so good at soccer,2016-05-07 16:39:50,Brazil
6,why is brazil so populated,2016-05-07 16:39:50,Brazil
7,why is brazil so dirty,2016-05-07 16:39:50,Brazil
8,why is brazil so racist,2016-05-07 16:39:50,Brazil
9,why is brazil so diverse,2016-05-07 16:39:50,Brazil
0,why is bulgaria so poor,2016-05-07 16:39:50,Bulgaria
1,why is bulgaria so cheap,2016-05-07 16:39:50,Bulgaria
2,why is bulgaria so unhappy,2016-05-07 16:39:50,Bulgaria
3,why is bulgaria so bad,2016-05-07 16:39:50,Bulgaria
4,why is bulgaria so,2016-05-07 16:39:50,Bulgaria
5,why is bulgaria property so cheap,2016-05-07 16:39:50,Bulgaria
6,why is the capital of bulgaria sofia,2016-05-07 16:39:50,Bulgaria
0,why is cambodia so poor,2016-05-07 16:39:50,Cambodia
1,why is cambodia so expensive,2016-05-07 16:39:50,Cambodia
2,why is cambodia so hot,2016-05-07 16:39:50,Cambodia
3,why is cambodia so corrupt,2016-05-07 16:39:50,Cambodia
4,why is the life expectancy in cambodia so low,2016-05-07 16:39:50,Cambodia
0,why is cameroon so poor,2016-05-07 16:39:50,Cameroon
0,why is canada so nice,2016-05-07 16:39:50,Canada
1,why is canada so cold,2016-05-07 16:39:50,Canada
2,why is canada so gay,2016-05-07 16:39:50,Canada
3,why is canada so liberal,2016-05-07 16:39:50,Canada
4,why is canada so great,2016-05-07 16:39:50,Canada
5,why is canada so big,2016-05-07 16:39:50,Canada
6,why is canada so safe,2016-05-07 16:39:50,Canada
7,why is canada so weird,2016-05-07 16:39:50,Canada
8,why is canada so sparsely populated,2016-05-07 16:39:50,Canada
9,why is canada so cool,2016-05-07 16:39:50,Canada
0,why is central african republic so poor,2016-05-07 16:39:50,Central African Republic
1,central african republic soccer,2016-05-07 16:39:50,Central African Republic
2,central african republic soccer team,2016-05-07 16:39:50,Central African Republic
3,central african republic soccerway,2016-05-07 16:39:50,Central African Republic
4,central african republic social issues,2016-05-07 16:39:50,Central African Republic
5,central african republic solutions,2016-05-07 16:39:50,Central African Republic
6,central african republic south sudan,2016-05-07 16:39:50,Central African Republic
7,central african republic soldiers,2016-05-07 16:39:50,Central African Republic
8,central african republic social problems,2016-05-07 16:39:50,Central African Republic
9,central african republic society,2016-05-07 16:39:50,Central African Republic
0,why is chile so long,2016-05-07 16:39:50,Chile
1,why is chile so dry,2016-05-07 16:39:50,Chile
2,why is chile so developed,2016-05-07 16:39:50,Chile
3,why is chile so rich,2016-05-07 16:39:50,Chile
4,why is chile so successful,2016-05-07 16:39:50,Chile
5,why is chile so expensive,2016-05-07 16:39:50,Chile
6,why is chile so hot,2016-05-07 16:39:50,Chile
7,why is chile so prone to earthquakes,2016-05-07 16:39:50,Chile
0,why is china so polluted,2016-05-07 16:39:50,China
1,why is china so populated,2016-05-07 16:39:50,China
2,why is china so big,2016-05-07 16:39:50,China
3,why is china so powerful,2016-05-07 16:39:50,China
4,why is china so rich,2016-05-07 16:39:50,China
5,why is china so corrupt,2016-05-07 16:39:50,China
6,why is china so disgusting,2016-05-07 16:39:50,China
7,why is china so poor,2016-05-07 16:39:50,China
8,why is china so dirty,2016-05-07 16:39:50,China
9,why is china so cheap,2016-05-07 16:39:50,China
0,why is colombia so poor,2016-05-07 16:39:50,Colombia
1,why is colombia so happy,2016-05-07 16:39:50,Colombia
2,why is colombia so violent,2016-05-07 16:39:50,Colombia
3,why is colombia so corrupt,2016-05-07 16:39:50,Colombia
4,why is colombia so dangerous,2016-05-07 16:39:50,Colombia
5,why is colombia so beautiful,2016-05-07 16:39:50,Colombia
0,why is costa rica so diverse,2016-05-07 16:39:50,Costa Rica
1,why is costa rica so biodiverse,2016-05-07 16:39:50,Costa Rica
2,why is costa rica so expensive,2016-05-07 16:39:50,Costa Rica
3,why is costa rica so safe,2016-05-07 16:39:50,Costa Rica
4,why is costa rica so happy,2016-05-07 16:39:50,Costa Rica
5,why is costa rica so popular,2016-05-07 16:39:50,Costa Rica
6,why is costa rica so poor,2016-05-07 16:39:50,Costa Rica
7,why is costa rica so white,2016-05-07 16:39:50,Costa Rica
8,why is costa rica so stable,2016-05-07 16:39:50,Costa Rica
9,why is costa rica so cheap,2016-05-07 16:39:50,Costa Rica
0,cote d ivoire soccer,2016-05-07 16:39:50,Cote d Ivoire
1,cote d ivoire soccer team,2016-05-07 16:39:50,Cote d Ivoire
2,cote d'ivoire soccerway,2016-05-07 16:39:50,Cote d Ivoire
3,cote d'ivoire soccer coach,2016-05-07 16:39:50,Cote d Ivoire
4,cote d ivoire soccer roster,2016-05-07 16:39:50,Cote d Ivoire
5,cote d'ivoire soccer jersey,2016-05-07 16:39:50,Cote d Ivoire
6,cote d'ivoire soccer team roster,2016-05-07 16:39:50,Cote d Ivoire
7,cote d'ivoire soccer team 2014,2016-05-07 16:39:50,Cote d Ivoire
8,cote d'ivoire soccer team players,2016-05-07 16:39:50,Cote d Ivoire
9,cote d'ivoire songs,2016-05-07 16:39:50,Cote d Ivoire
0,why is croatia so popular,2016-05-07 16:39:50,Croatia
1,why is croatia so oddly shaped,2016-05-07 16:39:50,Croatia
2,why is croatia so expensive,2016-05-07 16:39:50,Croatia
3,why is croatia so cheap,2016-05-07 16:39:50,Croatia
4,why is croatia so good at sport,2016-05-07 16:39:50,Croatia
5,why is croatia so beautiful,2016-05-07 16:39:50,Croatia
6,why is croatia so racist,2016-05-07 16:39:50,Croatia
7,why is croatia so good at football,2016-05-07 16:39:50,Croatia
8,why is croatia so,2016-05-07 16:39:50,Croatia
9,why is croatia so poor,2016-05-07 16:39:50,Croatia
0,why is cuba so poor,2016-05-07 16:39:50,Cuba
1,why is cuba so bad,2016-05-07 16:39:50,Cuba
2,why is cuba so good at baseball,2016-05-07 16:39:50,Cuba
3,why is cuba so behind,2016-05-07 16:39:50,Cuba
4,why is cuba so important,2016-05-07 16:39:50,Cuba
5,why is cuba socialist,2016-05-07 16:39:50,Cuba
6,why is cuba so far behind,2016-05-07 16:39:50,Cuba
7,why is cuba so old,2016-05-07 16:39:50,Cuba
8,why is cuba so expensive,2016-05-07 16:39:50,Cuba
9,why is cuba so behind in technology,2016-05-07 16:39:50,Cuba
0,why is czech republic so atheist,2016-05-07 16:39:51,Czech Republic
1,why is czech republic so cheap,2016-05-07 16:39:51,Czech Republic
2,why is czech republic so poor,2016-05-07 16:39:51,Czech Republic
3,is czech republic socialist,2016-05-07 16:39:51,Czech Republic
0,why is denmark so happy,2016-05-07 16:39:51,Denmark
1,why is denmark so rich,2016-05-07 16:39:51,Denmark
2,why is denmark so expensive,2016-05-07 16:39:51,Denmark
3,why is denmark socialist,2016-05-07 16:39:51,Denmark
4,why is denmark so wealthy,2016-05-07 16:39:51,Denmark
5,why is denmark so small,2016-05-07 16:39:51,Denmark
6,why is denmark so good,2016-05-07 16:39:51,Denmark
7,why is denmark so happy 2016,2016-05-07 16:39:51,Denmark
8,why is denmark so successful,2016-05-07 16:39:51,Denmark
9,why is denmark so awesome,2016-05-07 16:39:51,Denmark
0,why is ecuador so poor,2016-05-07 16:39:51,Ecuador
1,why is ecuador so cheap,2016-05-07 16:39:51,Ecuador
0,why is egypt sometimes called the gift of the nile,2016-05-07 16:39:51,Egypt
1,why is egypt so hot,2016-05-07 16:39:51,Egypt
2,why is egypt so special,2016-05-07 16:39:51,Egypt
3,why is egypt so dry,2016-05-07 16:39:51,Egypt
4,why is egypt so poor,2016-05-07 16:39:51,Egypt
5,why is egypt so popular,2016-05-07 16:39:51,Egypt
6,why is egypt so populated,2016-05-07 16:39:51,Egypt
7,why is egypt so important,2016-05-07 16:39:51,Egypt
8,why is egypt so dependent on the nile river,2016-05-07 16:39:51,Egypt
9,why is egypt so good at squash,2016-05-07 16:39:51,Egypt
0,why is el salvador so violent,2016-05-07 16:39:51,El Salvador
1,why is el salvador so dangerous,2016-05-07 16:39:51,El Salvador
2,why is el salvador so poor,2016-05-07 16:39:51,El Salvador
3,why is el salvador so densely settled,2016-05-07 16:39:51,El Salvador
4,why is el salvador so small,2016-05-07 16:39:51,El Salvador
5,why is el salvador so densely populated,2016-05-07 16:39:51,El Salvador
6,is el salvador south america,2016-05-07 16:39:51,El Salvador
0,why is estonia so cold,2016-05-07 16:39:51,Estonia
1,why is estonia so atheist,2016-05-07 16:39:51,Estonia
2,why is estonia so poor,2016-05-07 16:39:51,Estonia
3,why is estonia so rich,2016-05-07 16:39:51,Estonia
4,why is estonia so irreligious,2016-05-07 16:39:51,Estonia
5,why is estonia so,2016-05-07 16:39:51,Estonia
6,why is estonia doing so well,2016-05-07 16:39:51,Estonia
0,why is ethiopia so poor,2016-05-07 16:39:51,Ethiopia
1,why is ethiopia so impoverished,2016-05-07 16:39:51,Ethiopia
2,why is ethiopia so populated,2016-05-07 16:39:51,Ethiopia
3,why is ethiopia so underdeveloped,2016-05-07 16:39:51,Ethiopia
4,why is ethiopia so important,2016-05-07 16:39:51,Ethiopia
5,why is ethiopia so poor yahoo answers,2016-05-07 16:39:51,Ethiopia
6,why is ethiopia so good at running,2016-05-07 16:39:51,Ethiopia
7,why is ethiopia so special,2016-05-07 16:39:51,Ethiopia
8,why is dallol ethiopia so hot,2016-05-07 16:39:51,Ethiopia
9,why is ethiopia life expectancy so low,2016-05-07 16:39:51,Ethiopia
0,why is finland so great,2016-05-07 16:39:51,Finland
1,why is finland so smart,2016-05-07 16:39:51,Finland
2,why is finland so rich,2016-05-07 16:39:51,Finland
3,why is finland socialist,2016-05-07 16:39:51,Finland
4,why is finland so successful in education,2016-05-07 16:39:51,Finland
5,why is finland so cold,2016-05-07 16:39:51,Finland
6,why is finland so happy,2016-05-07 16:39:51,Finland
7,why is finland so successful,2016-05-07 16:39:51,Finland
8,why is finland so depressing,2016-05-07 16:39:51,Finland
9,why is finland so expensive,2016-05-07 16:39:51,Finland
0,why is france so popular,2016-05-07 16:39:51,France
1,why is france so romantic,2016-05-07 16:39:51,France
2,why is france so anti semitic,2016-05-07 16:39:51,France
3,why is france so liberal,2016-05-07 16:39:51,France
4,why is france so important,2016-05-07 16:39:51,France
5,why is france socialist,2016-05-07 16:39:51,France
6,why is france so great,2016-05-07 16:39:51,France
7,why is france so gay,2016-05-07 16:39:51,France
8,why is france so rich,2016-05-07 16:39:51,France
9,why is france so important to the wine world,2016-05-07 16:39:51,France
0,why is germany so rich,2016-05-07 16:39:51,Germany
1,why is germany so powerful,2016-05-07 16:39:51,Germany
2,why is germany so great,2016-05-07 16:39:51,Germany
3,why is germany so liberal,2016-05-07 16:39:51,Germany
4,why is germany so populated,2016-05-07 16:39:51,Germany
5,why is germany so smart,2016-05-07 16:39:51,Germany
6,why is germany so popular,2016-05-07 16:39:51,Germany
7,why is germany so awesome,2016-05-07 16:39:51,Germany
8,why is germany so environmentally friendly,2016-05-07 16:39:51,Germany
9,why is germany so racist,2016-05-07 16:39:51,Germany
0,why is ghana so poor,2016-05-07 16:39:51,Ghana
1,why is ghana so important,2016-05-07 16:39:51,Ghana
2,why is ghana so hot,2016-05-07 16:39:51,Ghana
3,why is ghana good at soccer,2016-05-07 16:39:51,Ghana
0,why is greece so poor,2016-05-07 16:39:51,Greece
1,why is greece so tectonically active,2016-05-07 16:39:51,Greece
2,why is greece so important,2016-05-07 16:39:51,Greece
3,why is greece so famous,2016-05-07 16:39:51,Greece
4,why is greece so expensive,2016-05-07 16:39:51,Greece
5,why is greece so hot,2016-05-07 16:39:51,Greece
6,why is greece so white,2016-05-07 16:39:51,Greece
7,why is greece so cheap,2016-05-07 16:39:51,Greece
8,why is greece so anti semitic,2016-05-07 16:39:51,Greece
9,why is greece so corrupt,2016-05-07 16:39:51,Greece
0,why is greenland so big,2016-05-07 16:39:51,Greenland
1,why is greenland so big on maps,2016-05-07 16:39:51,Greenland
2,why is greenland so large on the map,2016-05-07 16:39:51,Greenland
3,why is greenland so cold,2016-05-07 16:39:51,Greenland
4,why is greenland so suicidal,2016-05-07 16:39:51,Greenland
5,why is greenland so big on google maps,2016-05-07 16:39:51,Greenland
6,why is greenland so expensive,2016-05-07 16:39:51,Greenland
7,why is greenland sometimes considered part of europe,2016-05-07 16:39:51,Greenland
8,why is greenland so unpopulated,2016-05-07 16:39:51,Greenland
9,why is greenland so hard to infect,2016-05-07 16:39:51,Greenland
0,why is guatemala so poor,2016-05-07 16:39:51,Guatemala
1,why is guatemala so violent,2016-05-07 16:39:51,Guatemala
2,why is guatemala so dangerous,2016-05-07 16:39:51,Guatemala
0,why is honduras so poor,2016-05-07 16:39:52,Honduras
1,why is honduras so bad,2016-05-07 16:39:52,Honduras
2,why is honduras so violent,2016-05-07 16:39:52,Honduras
3,why is honduras so dangerous,2016-05-07 16:39:52,Honduras
4,why is honduras so corrupt,2016-05-07 16:39:52,Honduras
0,why is hong kong so rich,2016-05-07 16:39:52,Hong Kong
1,why is hong kong so safe,2016-05-07 16:39:52,Hong Kong
2,why is hong kong so successful,2016-05-07 16:39:52,Hong Kong
3,why is hong kong so free,2016-05-07 16:39:52,Hong Kong
4,why is hong kong so expensive,2016-05-07 16:39:52,Hong Kong
5,why is hong kong so crowded,2016-05-07 16:39:52,Hong Kong
6,why is hong kong so popular,2016-05-07 16:39:52,Hong Kong
7,why is hong kong so densely populated,2016-05-07 16:39:52,Hong Kong
8,why is hong kong so dense,2016-05-07 16:39:52,Hong Kong
9,why is hong kong so different from the rest of china,2016-05-07 16:39:52,Hong Kong
0,why is hungary so poor,2016-05-07 16:39:52,Hungary
1,why is hungary so racist,2016-05-07 16:39:52,Hungary
2,why is hungary so cheap,2016-05-07 16:39:52,Hungary
3,why is hungary so small,2016-05-07 16:39:52,Hungary
4,why is hungary so good at water polo,2016-05-07 16:39:52,Hungary
5,so hungry,2016-05-07 16:39:52,Hungary
6,why is hungary so poor 444,2016-05-07 16:39:52,Hungary
0,why is iceland so expensive,2016-05-07 16:39:52,Iceland
1,why is iceland so safe,2016-05-07 16:39:52,Iceland
2,why is iceland so volcanically active,2016-05-07 16:39:52,Iceland
3,why is iceland so peaceful,2016-05-07 16:39:52,Iceland
4,why is iceland so popular,2016-05-07 16:39:52,Iceland
5,why is iceland so happy,2016-05-07 16:39:52,Iceland
6,why is iceland so great,2016-05-07 16:39:52,Iceland
7,why is iceland so warm,2016-05-07 16:39:52,Iceland
8,why is iceland so green,2016-05-07 16:39:52,Iceland
9,why is iceland so beautiful,2016-05-07 16:39:52,Iceland
0,why is india so poor,2016-05-07 16:39:52,India
1,why is india so populated,2016-05-07 16:39:52,India
2,why is india so corrupt,2016-05-07 16:39:52,India
3,why is india so dirty,2016-05-07 16:39:52,India
4,why is india so cheap,2016-05-07 16:39:52,India
5,why is india so polluted,2016-05-07 16:39:52,India
6,why is india so hot,2016-05-07 16:39:52,India
7,why is india so filthy,2016-05-07 16:39:52,India
8,why is india so backward,2016-05-07 16:39:52,India
9,why is india so racist,2016-05-07 16:39:52,India
0,why is indonesia so populated,2016-05-07 16:39:52,Indonesia
1,why is indonesia so muslim,2016-05-07 16:39:52,Indonesia
2,why is indonesia so poor,2016-05-07 16:39:52,Indonesia
3,why is indonesia so corrupt,2016-05-07 16:39:52,Indonesia
4,why is indonesia so big,2016-05-07 16:39:52,Indonesia
5,why is indonesia so ethnically diverse,2016-05-07 16:39:52,Indonesia
6,why is indonesia sometimes known as nusantara,2016-05-07 16:39:52,Indonesia
7,why is indonesia so vulnerable to tsunamis,2016-05-07 16:39:52,Indonesia
8,why is indonesia so hot,2016-05-07 16:39:52,Indonesia
9,why is indonesia so overpopulated,2016-05-07 16:39:52,Indonesia
0,why is iran sometimes called a theocratic republic,2016-05-07 16:39:52,Iran
1,why is iran so evil,2016-05-07 16:39:52,Iran
2,why is iran so poor,2016-05-07 16:39:52,Iran
3,why is iran so dangerous,2016-05-07 16:39:52,Iran
4,why is iran so good at wrestling,2016-05-07 16:39:52,Iran
5,why is iran so polluted,2016-05-07 16:39:52,Iran
6,why is iran so hot,2016-05-07 16:39:52,Iran
7,why is iran so important,2016-05-07 16:39:52,Iran
8,why is iran so bad,2016-05-07 16:39:52,Iran
9,why is iran so important to the us,2016-05-07 16:39:52,Iran
0,why is iraq so violent,2016-05-07 16:39:52,Iraq
1,why is iraq so important,2016-05-07 16:39:52,Iraq
2,why is iraq so poor,2016-05-07 16:39:52,Iraq
3,why is iraq so hot,2016-05-07 16:39:52,Iraq
4,why is iraq so dangerous,2016-05-07 16:39:52,Iraq
5,why is iraq so corrupt,2016-05-07 16:39:52,Iraq
6,why is iraq so unstable,2016-05-07 16:39:52,Iraq
7,why is iraq taking so long,2016-05-07 16:39:52,Iraq
8,why is iraq in the news so much,2016-05-07 16:39:52,Iraq
9,why is the us embassy in iraq so big,2016-05-07 16:39:52,Iraq
0,why is ireland so green,2016-05-07 16:39:52,Ireland
1,why is ireland so poor,2016-05-07 16:39:52,Ireland
2,why is ireland so catholic,2016-05-07 16:39:52,Ireland
3,why is ireland so rich,2016-05-07 16:39:52,Ireland
4,why is ireland so rainy,2016-05-07 16:39:52,Ireland
5,why is ireland so warm,2016-05-07 16:39:52,Ireland
6,why is ireland so great,2016-05-07 16:39:52,Ireland
7,why is ireland so beautiful,2016-05-07 16:39:52,Ireland
8,why is ireland so expensive,2016-05-07 16:39:52,Ireland
9,why is ireland so cool,2016-05-07 16:39:52,Ireland
0,why is israel so important,2016-05-07 16:39:52,Israel
1,why is israel so important to judaism,2016-05-07 16:39:52,Israel
2,why is israel so hated,2016-05-07 16:39:52,Israel
3,why is israel so rich,2016-05-07 16:39:52,Israel
4,why is israel so cautious,2016-05-07 16:39:52,Israel
5,why is israel so controversial,2016-05-07 16:39:52,Israel
6,why is israel so small,2016-05-07 16:39:52,Israel
7,why is israel so special,2016-05-07 16:39:52,Israel
8,why is israel so important to the world,2016-05-07 16:39:52,Israel
9,why is israel so evil,2016-05-07 16:39:52,Israel
0,why is italy so poor,2016-05-07 16:39:52,Italy
1,why is italy so beautiful,2016-05-07 16:39:52,Italy
2,why is italy so racist,2016-05-07 16:39:52,Italy
3,why is italy so weak,2016-05-07 16:39:52,Italy
4,why is italy so warm,2016-05-07 16:39:52,Italy
5,why is italy so great,2016-05-07 16:39:52,Italy
6,why is italy so important,2016-05-07 16:39:52,Italy
7,why is italy so popular with tourists,2016-05-07 16:39:52,Italy
8,why is italy so dirty,2016-05-07 16:39:52,Italy
9,why is italy so unique,2016-05-07 16:39:52,Italy
0,why is jamaica so poor,2016-05-07 16:39:52,Jamaica
1,why is jamaica so homophobic,2016-05-07 16:39:52,Jamaica
2,why is jamaica so expensive,2016-05-07 16:39:52,Jamaica
3,why is jamaica so dangerous,2016-05-07 16:39:52,Jamaica
4,why is jamaica so popular,2016-05-07 16:39:52,Jamaica
5,why is jamaica so fast,2016-05-07 16:39:52,Jamaica
6,why is jamaica so hot,2016-05-07 16:39:52,Jamaica
7,why is jamaica so violent,2016-05-07 16:39:52,Jamaica
8,why is jamaica so good at track,2016-05-07 16:39:52,Jamaica
9,why is jamaica so corrupt,2016-05-07 16:39:52,Jamaica
0,why is japan so weird,2016-05-07 16:39:52,Japan
1,why is japan so safe,2016-05-07 16:39:52,Japan
2,why is japan so clean,2016-05-07 16:39:52,Japan
3,why is japan so expensive,2016-05-07 16:39:52,Japan
4,why is japan so advanced,2016-05-07 16:39:52,Japan
5,why is japan so xenophobic,2016-05-07 16:39:52,Japan
6,why is japan so populated,2016-05-07 16:39:52,Japan
7,why is japan so cool,2016-05-07 16:39:52,Japan
8,why is japan so healthy,2016-05-07 16:39:52,Japan
9,why is japan so popular,2016-05-07 16:39:52,Japan
0,why is jordan so gay,2016-05-07 16:39:52,Jordan
1,why is jordan so stupid,2016-05-07 16:39:52,Jordan
2,why is jordan so good,2016-05-07 16:39:52,Jordan
3,why is jordan so expensive,2016-05-07 16:39:52,Jordan
4,why is jordan so stable,2016-05-07 16:39:52,Jordan
5,why is jordan so peaceful,2016-05-07 16:39:52,Jordan
0,why is kazakhstan so big,2016-05-07 16:39:53,Kazakhstan
1,why is kazakhstan so cold,2016-05-07 16:39:53,Kazakhstan
2,why is kazakhstan so sparsely populated,2016-05-07 16:39:53,Kazakhstan
3,why is kazakhstan so rich,2016-05-07 16:39:53,Kazakhstan
4,why is kazakhstan so,2016-05-07 16:39:53,Kazakhstan
0,why is kenya so poor,2016-05-07 16:39:53,Kenya
1,why is kenya so mean,2016-05-07 16:39:53,Kenya
2,why is kenya so corrupt,2016-05-07 16:39:53,Kenya
3,why is kenya so good at running,2016-05-07 16:39:53,Kenya
4,why is kenya so hot,2016-05-07 16:39:53,Kenya
5,why is kenya so special,2016-05-07 16:39:53,Kenya
6,why is kenya so good at marathon,2016-05-07 16:39:53,Kenya
7,why is kenya so expensive,2016-05-07 16:39:53,Kenya
0,is korea republic south or north,2016-05-07 16:39:53,Korea Republic
0,why is kuwait so rich,2016-05-07 16:39:53,Kuwait
1,why is kuwait so hot,2016-05-07 16:39:53,Kuwait
2,why is kuwait so fat,2016-05-07 16:39:53,Kuwait
3,why is kuwait so expensive,2016-05-07 16:39:53,Kuwait
4,why is kuwait so boring,2016-05-07 16:39:53,Kuwait
5,why is kuwait currency so high,2016-05-07 16:39:53,Kuwait
6,why is kuwait currency so strong,2016-05-07 16:39:53,Kuwait
7,why is kuwait airways so cheap,2016-05-07 16:39:53,Kuwait
0,why is lebanon so liberal,2016-05-07 16:39:53,Lebanon
1,why is lebanon so important,2016-05-07 16:39:53,Lebanon
2,why is lebanon so small,2016-05-07 16:39:53,Lebanon
3,why is lebanon so expensive,2016-05-07 16:39:53,Lebanon
4,why is lebanon so westernized,2016-05-07 16:39:53,Lebanon
5,why is virgin radio lebanon so popular,2016-05-07 16:39:53,Lebanon
0,why is libya so lawless,2016-05-07 16:39:53,Libya
1,why is libya so hot,2016-05-07 16:39:53,Libya
2,why is libya so sparsely populated,2016-05-07 16:39:53,Libya
3,why is libya so poor,2016-05-07 16:39:53,Libya
4,why is libya so dangerous,2016-05-07 16:39:53,Libya
5,why is libya so rich,2016-05-07 16:39:53,Libya
6,why is libya so important,2016-05-07 16:39:53,Libya
7,why is libya so corrupt,2016-05-07 16:39:53,Libya
8,why libya is so hard to govern,2016-05-07 16:39:53,Libya
9,why is libya population so low,2016-05-07 16:39:53,Libya
0,why is lithuania so small,2016-05-07 16:39:53,Lithuania
1,why is lithuania so poor,2016-05-07 16:39:53,Lithuania
2,why is lithuania so suicidal,2016-05-07 16:39:53,Lithuania
3,why is lithuania so good at basketball,2016-05-07 16:39:53,Lithuania
4,why is lithuania so bad,2016-05-07 16:39:53,Lithuania
5,why is lithuania so,2016-05-07 16:39:53,Lithuania
6,why is lithuania so violent,2016-05-07 16:39:53,Lithuania
7,why is lithuania's internet so fast,2016-05-07 16:39:53,Lithuania
0,why is luxembourg so rich,2016-05-07 16:39:53,Luxembourg
1,why is luxembourg so small,2016-05-07 16:39:53,Luxembourg
2,why is luxembourg so attractive to foreign companies,2016-05-07 16:39:53,Luxembourg
3,why is luxembourg so expensive,2016-05-07 16:39:53,Luxembourg
4,why is luxembourg's gdp so high,2016-05-07 16:39:53,Luxembourg
0,why is macedonia so poor,2016-05-07 16:39:53,Macedonia
1,why is macedonia so important,2016-05-07 16:39:53,Macedonia
2,why is macedonia so,2016-05-07 16:39:53,Macedonia
0,why is madagascar so poor,2016-05-07 16:39:53,Madagascar
1,why is madagascar so unique,2016-05-07 16:39:53,Madagascar
2,why is madagascar so biodiverse,2016-05-07 16:39:53,Madagascar
3,why is madagascar so diverse,2016-05-07 16:39:53,Madagascar
4,why is madagascar so special,2016-05-07 16:39:53,Madagascar
5,why is madagascar so important,2016-05-07 16:39:53,Madagascar
